KIC	consensus	evol-1	evol-2	evol-3	evol-4	spectroscopic
3458703	U	check	RC	RC	U	RC(S)
3459109	RGB	U	RGB	RGB	RGB	RGB(S)
3525541	RC	RC	RC	RC	RC	RGB(S)
3526061	RGB	RGB	RC	RGB	RGB	RGB(S)
3526625	RC	RC	RC	RC	U	RC(S)
3526995	RC	RC	RC	RC	RC	RGB(S)
3527032	RGB	RGB	RGB	RGB	U	RGB(S)
3527708	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
3527891	RGB	RGB	RGB	RGB	U	RGB(S)
3528656	RGB	RGB	RGB	RGB	RGB	UpperRGB
3529097	RC	RC	RC	RC	U	RC(S)
3529276	RGB	U	RGB	RGB	RGB	RGB(S)
3529399	RGB	check	RGB	RGB	RGB	RGB(S)
3529480	RC	RC	RC	RC	RC	RC(S)
3529597	RC/2CL	RC	RC	RC	2CL	RC(S)
3530520	RC/U	U	RC	RC	U	RC(S)
3530823	RC	RC	RC	U	RC	RC(S)
3530942	RGB	RGB	RC	RGB	RGB	RGB(S)
3531436	RGB	RGB	RGB	RGB	RGB	RGB(S)
3531478	RGB	RGB	?	RGB	U	RGB(S)
3532085	RGB	RGB	RGB	RGB	RGB	RGB(S)
3532113	RGB	RGB	RGB	RGB	RGB	RGB(S)
3532734	RGB	RGB	RGB	RGB	RGB	RGB(S)
3532985	2CL	RC	RC	2CL	2CL	RC(S)
3533464	RGB	RGB	RGB	RGB	RGB	RGB(S)
3533480	RC	RC	RC	RC	RC	RC(S)
3539408	RGB	U	RGB	RGB	RGB	RGB(S)
3539429	RGB	RGB	RC	RGB	RGB	RGB(S)
3539897	RGB	RGB	RGB	RGB	RGB	UpperRGB
3541061	RC	RC	RC	RC	RC	RC(S)
3541631	RC	RC	RC	RC	RC	RC(S)
3541897	RC	RC	RC	RC	RC	RC(S)
3543433	RGB	RGB	RGB	RGB	RGB	UpperRGB
3543722	RGB	RGB	RGB	RGB	RGB	UpperRGB
3543887	RGB	RGB	RGB	RGB	RGB	RGB(S)
3544637	RC	RC	RC	RC	RC	RC(S)
3544887	RC	RC	RC	RGB	RC	RC(S)
3544987	RGB	RGB	RGB	RGB	RGB	UpperRGB
3545033	RGB	RGB	RC	RGB	RGB	RGB(S)
3545147	RGB	RGB	RC	RGB	RGB	RGB(S)
3546046	RGB	RGB	RGB	RGB	RGB	RGB(S)
3547041	RGB	RGB	RC	RGB	RGB	RGB(S)
3547236	RGB	RGB	RGB	RGB	RGB	RGB(S)
3547488	RGB	RGB	RGB	RGB	RGB	RGB(S)
3548732	RGB	RGB	RC	RGB	U	RGB(S)
3553319	RGB	RGB	RGB	RGB	U	RGB(S)
3553529	RGB	U	RC	RGB	RGB	RGB(S)
3553885	U	RGB	RGB	U	U	UpperRGB
3555292	RC/2CL	RC	RC	2CL	RGB	RC(S)
3555594	RGB	RGB	RGB	RGB	RGB	RGB(S)
3556801	RGB	RGB	RGB	RGB	RGB	RGB(S)
3559502	RGB	RGB	RC	RGB	RGB	RGB(S)
3560093	2CL	RC	RC	2CL	2CL	RC(S)
3560181	RC	RC	RC	RC	U	RC(S)
3629684	RGB	RGB	RC	RGB	RGB	RGB(S)
3630240	U	RGB	RGB	RGB	U	RGB(S)
3631092	RGB	RGB	RGB	RGB	RGB	RGB(S)
3631402	RC	RC	RC	RC	RC	RC(S)
3631821	RC/2CL	RC	RC	2CL	RGB	RC(S)
3633057	RGB	RGB	RGB	RGB	RGB	RGB(S)
3633152	RGB	RGB	RGB	RGB	U	RGB(S)
3633335	RGB	RGB	RGB	U	RGB	UpperRGB
3633751	RGB	RGB	RGB	RGB	RGB	RGB(S)
3634224	RGB	RGB	RGB	RGB	RGB	RGB(S)
3634488	RGB	RGB	RGB	RGB	U	RGB(S)
3634720	RC	RC	RC	RC	RC	RC(S)
3641504	RGB	RGB	RGB	RGB	RGB	RGB(S)
3642038	RGB	RGB	RGB	RGB	U	RGB(S)
3642135	RC/2CL	RC	RC	2CL	RC	RC(S)
3642837	RGB	check	RC	RGB	RGB	RGB(S)
3644223	RGB	RGB	RGB	RGB	RGB	RGB(S)
3644958	RGB	RGB	RGB	RGB	RGB	RGB(S)
3645232	RGB	RGB	RGB	RGB	RGB	UpperRGB
3645589	RGB	RGB	RC	RGB	RGB	RGB(S)
3646127	RGB	RGB	RGB	RGB	RGB	RGB(S)
3646628	RC	RC	RC	RC	RGB	RC(S)
3646933	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
3647215	RGB	RGB	RGB	RGB	RGB	RGB(S)
3651360	RC	RC	RC	RC	RC	RC(S)
3654437	2CL	RC	RC	2CL	2CL	RC(S)
3654897	RGB	check	RGB	RGB	RGB	UpperRGB
3656231	RC	RC	RC	RC	U	RC(S)
3656240	2CL	RC	RGB	2CL	2CL	RC(S)
3656761	RGB	RGB	RGB	U	RGB	UpperRGB
3658136	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
3658812	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
3660374	RGB	RGB	RGB	RGB	U	RGB(S)
3660498	RGB	RGB	RGB	RGB	RGB	RGB(S)
3660554	RC	RC	RC	RC	RC	RC(S)
3660820	RC	RC	RC	U	RC	RC(S)
3660976	RC/2CL	check	RC	RC	2CL	RC(S)
3661182	RGB	RGB	RGB	U	RGB	UpperRGB
3661266	RGB	RGB	RC	RGB	U	RGB(S)
3661494	RGB	RGB	RGB	RGB	RGB	RGB(S)
3662233	RGB	RGB	RGB	RGB	RGB	UpperRGB
3662283	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
3663047	RGB	RGB	RGB	RGB	RGB	RGB(S)
3663200	2CL	RC	RC	2CL	2CL	RC(S)
3727412	RC	RC	RC	RC	RC	RC(S)
3728936	RC	RC	RC	RC	RC	RC(S)
3729141	U	U	RGB	U	RC	RC(S)
3729799	RGB	RGB	RGB	RGB	U	RGB(S)
3729833	RGB	RGB	RGB	RGB	RGB	RGB(S)
3729884	U	U	RC	U	U	RC(S)
3730125	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
3730689	RC	RC	RC	RC	RC	RC(S)
3730854	RGB	RGB	RGB	RGB	U	RGB(S)
3733028	RGB	RGB	RGB	RGB	RGB	RGB(S)
3733209	U	U	RC	U	RC	RC(S)
3734104	RGB	RGB	RGB	RGB	RGB	RGB(S)
3735269	RGB	RGB	RGB	RGB	U	RGB(S)
3735447	RGB	RGB	RGB	RGB	RGB	RGB(S)
3735699	RGB	RGB	RGB	RGB	RGB	UpperRGB
3735912	RGB	RGB	RGB	RGB	RGB	RGB(S)
3736289	RC/2CL	RC	RC	2CL	RC	RGB(S)
3736401	RC	RC	RC	RC	RC	RC(S)
3736477	RC	RC	RC	RC	RC	RC(S)
3742673	RGB	RGB	RC	RGB	RGB	RGB(S)
3744043	RGB	check	RGB	RGB	RGB	RGB(S)
3744681	2CL	RC	RC	2CL	2CL	RC(S)
3745153	RC	RC	RC	RC	RC	RC(S)
3747777	RGB	RGB	RC	RGB	U	RGB(S)
3747860	RGB	RGB	RGB	RGB	U	RGB(S)
3748691	RC	RC	RC	RC	RC	RC(S)
3749487	RGB	RGB	RC	RGB	RGB	RGB(S)
3750613	RGB	RGB	RGB	RGB	RGB	UpperRGB
3750614	RGB	RGB	RGB	RGB	RGB	RGB(S)
3750783	2CL	RC	RC	2CL	2CL	RC(S)
3750891	RGB	RGB	RGB	RGB	RGB	RGB(S)
3751222	RC	RC	RC	RC	RC	RC(S)
3754895	RGB	RGB	RGB	RGB	RGB	RGB(S)
3756174	RGB	RGB	RGB	RGB	RGB	RGB(S)
3756180	RGB	RGB	RGB	RGB	RGB	RGB(S)
3756737	RC	U	RC	RC	RC	RC(S)
3758458	2CL	RC	RC	2CL	2CL	RC(S)
3758505	RGB	RGB	RC	RGB	RGB	RC(S)
3758731	2CL	RC	RC	U	2CL	RC(S)
3759654	RC/2CL	RC	RC	2CL	RGB	RC(S)
3759696	RC	U	RC	RC	RC	RC(S)
3759814	RGB	RGB	RGB	RGB	U	RGB(S)
3760337	RC/U	U	RC	RC	U	RC(S)
3760664	RGB	RGB	RGB	RGB	RGB	RGB(S)
3760843	U	RGB	RC	RGB	2CL	RC(S)
3761660	RGB	U	RGB	RGB	RGB	UpperRGB
3765190	RGB	RGB	RGB	RGB	RGB	RGB(S)
3830833	U	U	RGB	U	U	RC(S)
3831992	RGB	RGB	RGB	RGB	U	RGB(S)
3832147	RGB	RGB	RGB	U	RGB	UpperRGB
3833180	RC	RC	RC	RC	RC	RC(S)
3833399	RC	RC	RC	RC	RC	RC(S)
3833455	RGB	RGB	RGB	RGB	RGB	UpperRGB
3833819	RGB	RGB	RGB	RGB	RGB	RGB(S)
3834190	RC	RC	RC	RC	RC	RC(S)
3835454	RC	RC	RC	RC	U	RC(S)
3835996	RGB	RGB	RGB	RGB	RGB	RGB(S)
3836105	RGB	RGB	RGB	RGB	RGB	UpperRGB
3837107	2CL/U	U	RC	2CL	U	RC(S)
3837488	RGB	check	RGB	RGB	RGB	RGB(S)
3838075	RC	RC	RC	RC	RC	RC(S)
3838180	RGB	RGB	RGB	RGB	RGB	RGB(S)
3839294	RGB	RGB	RGB	RGB	RGB	RC(S)
3839310	RGB	RGB	RGB	RGB	RGB	UpperRGB
3847071	RGB	RGB	RGB	RGB	RGB	RGB(S)
3847667	RC	RC	RC	RC	RC	RC(S)
3847697	RGB	RGB	RGB	RGB	U	RGB(S)
3849027	RC	RC	RC	RGB	RC	RC(S)
3849527	RGB	RGB	RGB	RGB	U	RGB(S)
3849996	RC	RC	RGB	RC	RC	RC(S)
3850744	RC	RC	RGB	RC	RC	RC(S)
3852304	RGB	RGB	RGB	RGB	RGB	UpperRGB
3852384	RGB/AGB	U	RGB	AGB	RGB	RGB(S)
3853555	RGB/AGB	check	RGB	AGB	RGB	UpperRGB
3854943	RGB	RGB	RGB	RGB	RGB	RGB(S)
3855003	RGB	RGB	RGB	U	RGB	RGB(S)
3855032	RC	RC	RC	RC	RC	RC(S)
3855039	RGB	RGB	RGB	RGB	RGB	RGB(S)
3855126	RGB	RGB	RGB	RGB	RGB	RGB(S)
3858714	RC	RC	RC	RC	RC	RC(S)
3858850	RC	RC	RC	U	RC	RC(S)
3860139	RGB	RGB	RGB	RGB	RGB	RGB(S)
3860176	2CL/U	U	RC	2CL	U	RC(S)
3860179	RGB	RGB	RGB	RGB	RGB	RGB(S)
3860253	RGB	RGB	RGB	RGB	RGB	RGB(S)
3860550	U	RGB	RGB	U	U	RGB(S)
3861797	RGB	RGB	RGB	RGB	RGB	RGB(S)
3862485	RGB/U	U	RGB	RGB	U	RGB(S)
3863402	RC/2CL	RC	RC	2CL	RGB	RC(S)
3864625	RGB	RGB	RC	RGB	RGB	RGB(S)
3866315	RGB	RGB	RGB	RGB	RGB	RGB(S)
3866844	U	RGB	RC	RC	U	RC(S)
3866912	RGB	RGB	RGB	RGB	RGB	RGB(S)
3867193	RGB	RGB	RGB	RGB	U	RGB(S)
3869326	2CL	RC	RC	U	2CL	RC(S)
3869394	U	U	RC	U	RC	RC(S)
3934343	U	RGB	RGB	RC	U	RGB(S)
3934458	RC	RC	RC	RC	RC	RC(S)
3935651	RGB	RGB	RGB	RGB	RGB	UpperRGB
3935987	RGB	RGB	RGB	RGB	RGB	RGB(S)
3936047	RGB	RGB	RGB	RGB	RGB	RGB(S)
3936327	U	U	RGB	U	U	UpperRGB
3936823	RGB	RGB	RGB	RGB	RGB	UpperRGB
3936921	RC	RC	RC	RGB	RC	RC(S)
3937022	RGB	RGB	RGB	RGB	RGB	RGB(S)
3937075	RC	U	RC	RC	RC	RC(S)
3937217	RC	RC	RC	RC	RC	RC(S)
3938291	RGB	RGB	RGB	RGB	RGB	RGB(S)
3939679	RGB	RGB	RGB	RGB	RGB	RGB(S)
3940854	RGB	RGB	RGB	RGB	RGB	RGB(S)
3941538	U	U	RC	RGB	RC	RC(S)
3942203	RC	RC	RC	RC	RC	RC(S)
3942500	RGB	RGB	RGB	RGB	RGB	RGB(S)
3942701	RGB	RGB	RGB	RGB	RGB	RGB(S)
3946389	RGB	RGB	RGB	RGB	RGB	RGB(S)
3946701	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
3947121	RC	RC	RC	RC	U	RC(S)
3951748	RC	RC	RGB	RC	RC	RC(S)
3951839	RC	RC	RC	RC	RC	RC(S)
3952315	RGB	RGB	RGB	RGB	U	UpperRGB
3952656	RC	RC	RC	RC	RC	RC(S)
3953057	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
3953330	RGB	RGB	RGB	RGB	RGB	UpperRGB
3954000	RC	RC	RC	RC	RC	RC(S)
3954327	RGB	RGB	RC	RGB	RGB	RGB(S)
3954348	RGB	RGB	RGB	RGB	RGB	RGB(S)
3954671	RGB	RGB	RC	RGB	U	RC(S)
3954766	RGB/AGB	U	RC	AGB	RGB	UpperRGB
3954770	2CL	RC	RC	2CL	2CL	RC(S)
3955502	U	U	RC	U	U	RC(S)
3955590	RGB/AGB	RGB	RC	AGB	RGB	RC(S)
3956513	RC	RC	RC	RC	RC	RC(S)
3956793	RC/U	U	RC	RC	U	RC(S)
3957521	RC	RC	RC	RC	RC	RC(S)
3958400	2CL	RC	RC	2CL	2CL	RC(S)
3958463	RC	RC	RC	RC	RC	RC(S)
3958615	RGB	RGB	RGB	RGB	RGB	UpperRGB
3958725	RGB	RGB	RC	RGB	RGB	RGB(S)
3962670	RGB	RGB	RGB	RGB	RGB	RGB(S)
3962731	RGB	RGB	RGB	RGB	RGB	RGB(S)
3963653	RC/2CL	RC	RC	2CL	RGB	RC(S)
3964632	RGB	RGB	RGB	RGB	RGB	UpperRGB
3965225	RGB	RGB	RC	RGB	RGB	RGB(S)
3965502	RGB	RGB	RGB	RGB	RGB	RGB(S)
3966952	RGB	RGB	RC	RGB	RGB	RGB(S)
3967300	RGB	RGB	RGB	RGB	RGB	RGB(S)
3968119	RGB	RGB	RC	RGB	RGB	RGB(S)
3968545	RGB	RGB	RGB	RGB	RGB	UpperRGB
3968764	RGB	RGB	RGB	RGB	RGB	RGB(S)
3969220	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
3969841	RC	RC	RC	RC	RC	RC(S)
3970053	RGB	RGB	RGB	RGB	RGB	RGB(S)
3970223	RC	RC	RC	RC	RC	RC(S)
3970635	RGB	RGB	RGB	RGB	RGB	RGB(S)
3972675	RGB	RGB	RGB	RGB	RGB	RGB(S)
3973247	RGB	RGB	RGB	RGB	RGB	RGB(S)
3973328	U	RGB	RGB	RC	U	RGB(S)
3973813	RGB	RGB	RGB	RC	RGB	RGB(S)
3974120	RGB/AGB	U	RC	AGB	RGB	RC(S)
3974163	2CL	RC	RC	2CL	2CL	RC(S)
4036007	RC	RC	RC	RGB	RC	RC(S)
4036300	RC	RC	RC	RC	RC	RC(S)
4037216	RGB	RGB	RGB	RGB	RGB	UpperRGB
4037915	U	U	RGB	U	RGB	RGB(S)
4039306	RC	RC	RC	RC	RC	RC(S)
4039831	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
4040211	RGB	RGB	RGB	RGB	U	RGB(S)
4041405	RGB	RGB	RGB	RGB	RGB	UpperRGB
4041406	RC/2CL	RC	RC	2CL	U	RC(S)
4041741	RGB	RGB	RGB	RGB	RGB	RGB(S)
4042300	RGB	U	RC	RGB	RGB	RC(S)
4042863	RGB	RGB	RGB	RGB	RGB	RGB(S)
4042951	RC	RC	RC	RC	RC	RC(S)
4042977	RGB	RGB	RC	RGB	RGB	RGB(S)
4043008	RGB	RGB	RC	RGB	RGB	RGB(S)
4043436	RC	RC	RC	RC	RC	RC(S)
4044855	RGB	RGB	RGB	RGB	U	RGB(S)
4048951	RGB	RGB	RGB	RGB	RGB	RGB(S)
4054771	RGB	RGB	RC	RGB	RGB	RGB(S)
4054905	RGB	RGB	RGB	RGB	RGB	RGB(S)
4055294	RGB	RGB	RC	RGB	RGB	RGB(S)
4056079	RGB	RGB	RGB	RGB	U	RGB(S)
4056266	2CL	RC	RC	2CL	2CL	RC(S)
4056281	RC/U	U	RC	RC	U	RC(S)
4056365	RGB	RGB	RGB	RGB	RGB	RGB(S)
4056994	U	RC	RGB	RC	RGB	UpperRGB
4057076	RC	RC	RC	RC	RC	RC(S)
4057744	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
4058004	RC	RC	RC	RC	U	RC(S)
4059499	RGB	RGB	RC	RGB	RGB	RGB(S)
4060545	RC	RC	RC	RC	RC	RC(S)
4060807	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
4060815	U	?	?	RGB	RGB	RGB(S)
4063998	RC	RC	RC	RC	RC	RGB(S)
4064179	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
4064447	U	?	?	U	U	DWARF
4065054	2CL	RC	RC	2CL	2CL	RC(S)
4065939	RGB	RGB	RGB	RGB	U	RGB(S)
4065977	RGB	RGB	RGB	RGB	RGB	RGB(S)
4065994	RGB	RGB	RC	RGB	RGB	RGB(S)
4066278	RGB	RGB	RGB	RGB	RGB	RGB(S)
4066846	RGB	RGB	RGB	RGB	U	RGB(S)
4068048	RGB	RGB	RGB	RGB	RGB	RGB(S)
4069447	RGB	RGB	RGB	RGB	RGB	UpperRGB
4070631	RGB	RGB	RGB	RGB	RGB	UpperRGB
4070714	2CL/U	U	RC	2CL	U	RC(S)
4070746	RGB	RGB	RGB	RGB	U	RGB(S)
4070891	RGB	RGB	RGB	RGB	U	RC(S)
4071104	RC	RC	RC	RC	RC	RC(S)
4071379	RC/2CL	U	RC	RC	2CL	RC(S)
4071396	RC	RC	RC	RC	RC	RC(S)
4072740	U	RGB	?	RGB	U	RGB(S)
4072847	RGB/AGB	U	RGB	AGB	RGB	UpperRGB
4074796	RGB	RGB	RGB	RGB	RGB	RGB(S)
4075610	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
4077249	RGB	RGB	RC	RGB	RGB	RGB(S)
4077835	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
4135933	U	U	RGB	U	U	RGB(S)
4136374	RC/2CL	RC	RC	2CL	RC	RC(S)
4136835	RGB	RGB	RGB	RGB	RGB	RGB(S)
4137210	RGB	RGB	RGB	RGB	RGB	RGB(S)
4139784	RGB	RGB	RGB	RGB	U	RGB(S)
4139805	2CL	RC	RC	2CL	2CL	RC(S)
4139914	RC	RC	RC	RC	RC	RC(S)
4140726	RGB	RGB	RC	RGB	U	RGB(S)
4140796	RGB	RGB	RGB	RGB	U	RGB(S)
4141483	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
4141488	RGB	RGB	RGB	RGB	U	RGB(S)
4141698	RGB	RGB	RGB	RGB	RGB	RGB(S)
4141815	RC	RC	RC	RC	RC	RC(S)
4142229	U	U	RGB	U	U	RGB(S)
4143460	RC	RC	RGB	RC	RC	RGB(S)
4143467	RGB	RGB	RGB	RGB	RGB	RC(S)
4144103	RC	RC	RC	RC	RC	RC(S)
4144300	U	U	RGB	U	RGB	RGB(S)
4147993	RGB	RGB	RGB	RGB	U	RGB(S)
4149966	2CL	RC	RC	2CL	2CL	RC(S)
4157276	RC	RC	RC	RC	RC	RGB(S)
4157282	RGB	RGB	RGB	RGB	RGB	UpperRGB
4157786	RGB	RGB	RGB	RGB	RGB	RGB(S)
4164464	RGB	RGB	RGB	RGB	RGB	RGB(S)
4164910	RC	RC	RC	RC	RC	RC(S)
4165109	RGB/AGB	RGB	RGB	AGB	RGB	RGB(S)
4168909	RGB	RGB	RGB	RGB	RGB	RGB(S)
4169130	RC	RC	RC	RC	RC	RC(S)
4169517	RC/2CL	RC	RC	2CL	RGB	RC(S)
4171788	RGB	RGB	RGB	RGB	RGB	RGB(S)
4172283	RGB	RGB	RGB	RGB	RGB	RGB(S)
4173334	RGB/AGB	RGB	RC	AGB	RGB	RGB(S)
4174996	RGB	RGB	RGB	RGB	RGB	RGB(S)
4175481	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
4177025	RGB	RGB	RGB	RGB	RGB	UpperRGB
4241369	RC/2CL	RC	RC	2CL	RGB	RC(S)
4242705	RGB	RGB	RGB	RGB	RGB	UpperRGB
4243284	RGB	RGB	RGB	RGB	RGB	UpperRGB
4243486	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
4243796	RC	RC	RC	RC	RC	RC(S)
4243803	RGB/AGB	U	RGB	AGB	RGB	RC(S)
4244274	RGB	RGB	RGB	RGB	RGB	RGB(S)
4244973	RC/2CL	RC	RC	RC	2CL	RC(S)
4245297	RC	RC	RC	U	RC	RC(S)
4246729	RGB	RGB	RGB	RGB	U	RGB(S)
4247455	U	U	RC	U	U	RC(S)
4248158	U	U	RC	U	RC	RC(S)
4249128	RC	RC	RC	RC	RC	RC(S)
4249279	U	U	RGB	U	RC	RC(S)
4249357	RGB	RGB	RGB	RGB	RGB	RGB(S)
4252080	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
4252461	RGB	RGB	RGB	RGB	U	RGB(S)
4253429	RGB	RGB	RC	RGB	RGB	RGB(S)
4260884	U	U	RC	U	U	RGB(S)
4261170	U	RGB	RGB	RC	U	RGB(S)
4261269	RGB	RGB	RGB	RGB	RGB	RGB(S)
4261881	RGB	RGB	RGB	RGB	RGB	RGB(S)
4262061	RGB	RGB	RC	RGB	RGB	RGB(S)
4262239	RGB	RGB	RC	RGB	RGB	RGB(S)
4262252	RGB	RGB	RGB	RGB	RGB	RGB(S)
4262505	RGB	RGB	RGB	RGB	RGB	RGB(S)
4262667	RGB/AGB	U	RGB	AGB	RGB	RC(S)
4263884	RC	RC	RC	RC	RC	RC(S)
4269096	RGB	U	RGB	RGB	RGB	UpperRGB
4269145	RGB	RGB	RGB	U	RGB	UpperRGB
4269391	RC/U	U	RC	RC	U	RC(S)
4269825	RC/U	U	RC	RC	U	RGB(S)
4270423	RGB	RGB	RGB	RGB	RGB	RGB(S)
4271039	RGB	RGB	RGB	RGB	RGB	RGB(S)
4273491	U	check	RC	RGB	U	RC(S)
4275434	RC/2CL	RC	RC	RC	2CL	RC(S)
4275625	RC	RC	RC	RC	RC	RC(S)
4276070	RC	RC	RC	RC	RC	RC(S)
4276837	RGB	RGB	RGB	RGB	RGB	RGB(S)
4277451	RGB	RGB	RC	RGB	RGB	RGB(S)
4279009	RGB	RGB	RGB	RGB	U	RGB(S)
4279165	U	U	RC	2CL	RGB	RC(S)
4279700	RGB	RGB	RGB	RGB	U	RGB(S)
4280251	RGB	RGB	RGB	RGB	RGB	UpperRGB
4280424	RGB	RGB	RC	RGB	RGB	RGB(S)
4281490	RC/2CL	RC	RC	2CL	RC	RC(S)
4281702	RC	RC	RC	RC	RC	RC(S)
4281847	2CL	RC	RC	2CL	2CL	RC(S)
4282111	RC/2CL	U	RC	RC	2CL	RC(S)
4283451	U	U	?	RGB	U	RC(S)
4283517	RC	U	RC	RC	RC	RC(S)
4284099	2CL	U	RC	2CL	2CL	RGB(S)
4284281	RGB	RGB	RC	RGB	U	RGB(S)
4284581	RGB	U	RC	RGB	RGB	RC(S)
4345370	RGB	RGB	RGB	RGB	RC	RGB(S)
4346266	RGB	RGB	RGB	RGB	RGB	UpperRGB
4346319	RC	RC	RC	RC	RC	RC(S)
4346661	U	U	RGB	U	RGB	UpperRGB
4346893	RC	RC	RC	RC	RC	RC(S)
4346953	RGB	RGB	RC	RGB	RGB	RGB(S)
4347652	U	RGB	RGB	RGB	U	RGB(S)
4348513	RGB	check	RGB	RGB	RGB	RGB(S)
4348593	U	check	RC	U	RGB	RC(S)
4348666	RGB	RGB	RGB	RGB	RGB	RGB(S)
4350501	RGB	RGB	RGB	RGB	RGB	RGB(S)
4351319	U	?	?	U	U	DWARF
4356390	RC	RC	RC	RC	RC	RC(S)
4356964	RC	RC	RC	RC	RC	RC(S)
4357170	RGB	RGB	U	RGB	RGB	RGB(S)
4357390	RGB	RGB	RGB	RGB	RGB	UpperRGB
4357662	RGB	RGB	RC	RGB	U	RGB(S)
4358564	RC	check	RC	RC	RC	RC(S)
4358581	RC	RC	RC	RC	RC	RC(S)
4365609	RC	RC	RC	RC	RC	RC(S)
4366351	RGB	RGB	RGB	RGB	RGB	RGB(S)
4366880	RC/2CL	RC	RC	2CL	RGB	RC(S)
4367337	RGB	RGB	RGB	RGB	RGB	RGB(S)
4370730	RGB	RGB	RGB	RGB	RGB	RGB(S)
4371406	RGB	RGB	RGB	RGB	RGB	RGB(S)
4371562	RGB/AGB	RGB	RGB	AGB	RGB	UpperRGB
4371615	U	RGB	RC	RGB	2CL	RC(S)
4372082	2CL	RC	RC	U	2CL	RGB(S)
4374106	RGB	RGB	RGB	RGB	RGB	UpperRGB
4374169	RC/U	U	RC	RC	U	RC(S)
4376346	RC/2CL	RC	RC	2CL	RGB	RC(S)
4376913	RGB	RGB	RC	RGB	RGB	RGB(S)
4377436	RGB	RGB	RGB	RGB	U	RGB(S)
4378473	RGB	RGB	RGB	RGB	RGB	RGB(S)
4380775	RGB	RGB	RGB	RGB	RGB	UpperRGB
4381519	U	U	RC	RGB	U	RC(S)
4381719	RC/2CL	U	RC	RC	2CL	RC(S)
4383388	RGB	RGB	RGB	RGB	U	RGB(S)
4445549	RGB	RGB	RGB	RGB	RGB	RGB(S)
4445711	RC	RC	RC	RC	RC	RC(S)
4445966	U	RGB	?	RGB	U	RGB(S)
4445989	U	RGB	RGB	RGB	U	RGB(S)
4446181	RC	RC	RC	RC	RC	RC(S)
4446215	RGB	RGB	RGB	RGB	RGB	RGB(S)
4446405	RGB	RGB	RC	RGB	RGB	RGB(S)
4447974	RGB	RGB	RGB	RGB	RGB	RGB(S)
4448004	U	U	RGB	U	RGB	RGB(S)
4448636	RC	RC	RC	RC	RC	RC(S)
4455406	2CL	RC	RC	2CL	2CL	RGB(S)
4455528	RC	RC	RC	RC	RC	RC(S)
4455785	RC	RC	RC	RC	RC	RC(S)
4456739	RC	RC	RC	RC	RC	RC(S)
4457395	RC	RC	RC	RC	RC	RC(S)
4457761	RGB	RGB	RC	RGB	RGB	RGB(S)
4459025	RC	RC	RC	RC	RC	RC(S)
4459359	RGB	RGB	RGB	RGB	U	RGB(S)
4459408	U	RGB	RGB	U	U	RGB(S)
4459786	RC	RC	RC	RC	RC	RC(S)
4460015	RC	U	RGB	RC	RC	RGB(S)
4465224	RGB	RGB	RGB	RGB	RGB	RGB(S)
4465237	RGB	RGB	RC	RGB	RGB	RGB(S)
4466582	RGB	RGB	RGB	RGB	RGB	RGB(S)
4469602	RGB	RGB	RC	RGB	U	RGB(S)
4469886	RC/2CL	RC	RC	2CL	RGB	RC(S)
4470280	RGB	RGB	RC	RGB	RGB	RGB(S)
4471217	RGB	RGB	RGB	RGB	RGB	RGB(S)
4471811	RGB	RGB	RC	RGB	RGB	RGB(S)
4472729	RGB	RGB	RGB	RGB	U	RGB(S)
4474383	RC	RC	RC	RGB	RC	RC(S)
4475934	RC	RC	RC	RC	RC	RC(S)
4476422	2CL	RC	RC	2CL	2CL	RC(S)
4478281	RGB	U	RGB	RGB	RGB	RGB(S)
4478390	U	RGB	RGB	U	U	UpperRGB
4478615	RGB	RGB	RGB	RGB	RGB	RC(S)
4479314	RGB/AGB	RGB	RGB	AGB	RGB	RC(S)
4479889	U	U	RC	2CL	RGB	RC(S)
4480358	RGB	RGB	RGB	RGB	RGB	UpperRGB
4481621	RGB	RGB	RGB	RGB	U	RGB(S)
4481622	RGB	RGB	RGB	RGB	RGB	RGB(S)
4484996	2CL	RC	RC	2CL	2CL	RC(S)
4543229	RGB	RGB	RGB	RGB	U	RGB(S)
4543371	2CL	RC	RGB	2CL	2CL	RC(S)
4545474	RGB	RGB	RC	RGB	U	RGB(S)
4546625	RC	RC	RC	RC	RC	RC(S)
